"","age_gp","sex","region","july1_2020","july1_2021"
"6490","74","total","Mississippi",19911,27432
"6491","74","male","Mississippi",9083,12712
"6492","74","female","Mississippi",10828,14720
"6493","75","total","Mississippi",18975,19081
"6494","75","male","Mississippi",8495,8625
"6495","75","female","Mississippi",10480,10456
"6496","76","total","Mississippi",18405,18116
"6497","76","male","Mississippi",8208,8032
"6498","76","female","Mississippi",10197,10084
"6499","77","total","Mississippi",18412,17498
"6500","77","male","Mississippi",8129,7701
"6501","77","female","Mississippi",10283,9797
"6502","78","total","Mississippi",15706,17396
"6503","78","male","Mississippi",6862,7584
"6504","78","female","Mississippi",8844,9812
"6505","79","total","Mississippi",14313,14762
"6506","79","male","Mississippi",6077,6395
"6507","79","female","Mississippi",8236,8367
"6508","80","total","Mississippi",13101,13281
"6509","80","male","Mississippi",5423,5537
"6510","80","female","Mississippi",7678,7744
"6511","81","total","Mississippi",12196,12249
"6512","81","male","Mississippi",5050,4997
"6513","81","female","Mississippi",7146,7252
"6514","82","total","Mississippi",11292,11220
"6515","82","male","Mississippi",4610,4595
"6516","82","female","Mississippi",6682,6625
"6517","83","total","Mississippi",9852,10358
"6518","83","male","Mississippi",3974,4136
"6519","83","female","Mississippi",5878,6222
"6520","84","total","Mississippi",8899,8878
"6521","84","male","Mississippi",3528,3521
"6522","84","female","Mississippi",5371,5357
"6523","85+","total","Mississippi",47673,47436
"6524","85+","male","Mississippi",15896,16035
"6525","85+","female","Mississippi",31777,31401
"6526","Total","total","Missouri",6154481,6168187
"6527","Total","male","Missouri",3037833,3044665
"6528","Total","female","Missouri",3116648,3123522
"6529","0","total","Missouri",71136,68379
"6530","0","male","Missouri",36517,35027
"6531","0","female","Missouri",34619,33352
"6532","1","total","Missouri",71927,71474
"6533","1","male","Missouri",36796,36684
"6534","1","female","Missouri",35131,34790
"6535","2","total","Missouri",73218,72279
"6536","2","male","Missouri",37545,36976
"6537","2","female","Missouri",35673,35303
"6538","3","total","Missouri",73979,73625
"6539","3","male","Missouri",38050,37769
"6540","3","female","Missouri",35929,35856
"6541","4","total","Missouri",75493,74288
"6542","4","male","Missouri",38695,38181
"6543","4","female","Missouri",36798,36107
"6544","5","total","Missouri",75970,75745
"6545","5","male","Missouri",38901,38835
"6546","5","female","Missouri",37069,36910
"6547","6","total","Missouri",75951,76268
"6548","6","male","Missouri",38901,39042
"6549","6","female","Missouri",37050,37226
"6550","7","total","Missouri",75421,76339
"6551","7","male","Missouri",38562,39127
"6552","7","female","Missouri",36859,37212
"6553","8","total","Missouri",75578,75645
"6554","8","male","Missouri",38727,38678
"6555","8","female","Missouri",36851,36967
"6556","9","total","Missouri",76293,75724
"6557","9","male","Missouri",39293,38841
"6558","9","female","Missouri",37000,36883
"6559","10","total","Missouri",77820,76589
"6560","10","male","Missouri",40060,39506
"6561","10","female","Missouri",37760,37083
"6562","11","total","Missouri",79872,78154
"6563","11","male","Missouri",41038,40242
"6564","11","female","Missouri",38834,37912
"6565","12","total","Missouri",82969,80170
"6566","12","male","Missouri",42501,41190
"6567","12","female","Missouri",40468,38980
"6568","13","total","Missouri",82774,83278
"6569","13","male","Missouri",42380,42623
"6570","13","female","Missouri",40394,40655
"6571","14","total","Missouri",81594,83168
"6572","14","male","Missouri",41799,42658
"6573","14","female","Missouri",39795,40510
"6574","15","total","Missouri",80384,81861
"6575","15","male","Missouri",41136,41938
"6576","15","female","Missouri",39248,39923
"6577","16","total","Missouri",80740,80785
"6578","16","male","Missouri",41358,41395
"6579","16","female","Missouri",39382,39390
"6580","17","total","Missouri",79671,80786
"6581","17","male","Missouri",40888,41390
"6582","17","female","Missouri",38783,39396
"6583","18","total","Missouri",76077,76912
"6584","18","male","Missouri",39383,39866
"6585","18","female","Missouri",36694,37046
"6586","19","total","Missouri",80047,78824
"6587","19","male","Missouri",40988,40433
"6588","19","female","Missouri",39059,38391
"6589","20","total","Missouri",81014,81114
"6590","20","male","Missouri",41208,41247
"6591","20","female","Missouri",39806,39867
"6592","21","total","Missouri",80398,81582
"6593","21","male","Missouri",40966,41598
"6594","21","female","Missouri",39432,39984
"6595","22","total","Missouri",80201,80581
"6596","22","male","Missouri",40611,40661
"6597","22","female","Missouri",39590,39920
"6598","23","total","Missouri",79297,79805
"6599","23","male","Missouri",40272,40518
"6600","23","female","Missouri",39025,39287
"6601","24","total","Missouri",78731,78944
"6602","24","male","Missouri",39808,39949
"6603","24","female","Missouri",38923,38995
"6604","25","total","Missouri",79087,78574
"6605","25","male","Missouri",40010,39733
"6606","25","female","Missouri",39077,38841
"6607","26","total","Missouri",80176,78916
"6608","26","male","Missouri",40602,39973
"6609","26","female","Missouri",39574,38943
"6610","27","total","Missouri",81677,80389
"6611","27","male","Missouri",41247,40758
"6612","27","female","Missouri",40430,39631
"6613","28","total","Missouri",84181,81852
"6614","28","male","Missouri",42127,41291
"6615","28","female","Missouri",42054,40561
"6616","29","total","Missouri",84751,84172
"6617","29","male","Missouri",42265,42017
"6618","29","female","Missouri",42486,42155
"6619","30","total","Missouri",83733,84920
"6620","30","male","Missouri",41697,42308
"6621","30","female","Missouri",42036,42612
"6622","31","total","Missouri",80920,83974
"6623","31","male","Missouri",40188,41840
"6624","31","female","Missouri",40732,42134
"6625","32","total","Missouri",79058,81075
"6626","32","male","Missouri",39234,40317
"6627","32","female","Missouri",39824,40758
"6628","33","total","Missouri",79251,79418
"6629","33","male","Missouri",39718,39447
"6630","33","female","Missouri",39533,39971
"6631","34","total","Missouri",80580,79470
"6632","34","male","Missouri",40501,39770
"6633","34","female","Missouri",40079,39700
"6634","35","total","Missouri",80999,80789
"6635","35","male","Missouri",40629,40692
"6636","35","female","Missouri",40370,40097
"6637","36","total","Missouri",79341,81000
"6638","36","male","Missouri",39784,40619
"6639","36","female","Missouri",39557,40381
"6640","37","total","Missouri",81071,79352
"6641","37","male","Missouri",40644,39775
"6642","37","female","Missouri",40427,39577
"6643","38","total","Missouri",80815,81131
"6644","38","male","Missouri",40472,40649
"6645","38","female","Missouri",40343,40482
"6646","39","total","Missouri",79965,80844
"6647","39","male","Missouri",40024,40401
"6648","39","female","Missouri",39941,40443
"6649","40","total","Missouri",79446,79985
"6650","40","male","Missouri",39753,40041
"6651","40","female","Missouri",39693,39944
"6652","41","total","Missouri",75969,79458
"6653","41","male","Missouri",38181,39687
"6654","41","female","Missouri",37788,39771
"6655","42","total","Missouri",73718,75979
"6656","42","male","Missouri",37098,38207
"6657","42","female","Missouri",36620,37772
"6658","43","total","Missouri",72237,73919
"6659","43","male","Missouri",36147,37198
"6660","43","female","Missouri",36090,36721
"6661","44","total","Missouri",68811,72197
"6662","44","male","Missouri",34299,36055
"6663","44","female","Missouri",34512,36142
"6664","45","total","Missouri",69571,68813
"6665","45","male","Missouri",34609,34213
"6666","45","female","Missouri",34962,34600
"6667","46","total","Missouri",67963,69448
"6668","46","male","Missouri",33898,34545
"6669","46","female","Missouri",34065,34903
"6670","47","total","Missouri",69268,68019
"6671","47","male","Missouri",34467,33888
"6672","47","female","Missouri",34801,34131
"6673","48","total","Missouri",73582,69131
"6674","48","male","Missouri",36721,34335
"6675","48","female","Missouri",36861,34796
"6676","49","total","Missouri",78643,73359
"6677","49","male","Missouri",39380,36604
"6678","49","female","Missouri",39263,36755
"6679","50","total","Missouri",76531,78268
"6680","50","male","Missouri",38196,39138
"6681","50","female","Missouri",38335,39130
"6682","51","total","Missouri",73480,76463
"6683","51","male","Missouri",36703,38119
"6684","51","female","Missouri",36777,38344
"6685","52","total","Missouri",71871,73217
"6686","52","male","Missouri",35830,36618
"6687","52","female","Missouri",36041,36599
"6688","53","total","Missouri",73276,71539
"6689","53","male","Missouri",36328,35592
"6690","53","female","Missouri",36948,35947
"6691","54","total","Missouri",74833,72953
"6692","54","male","Missouri",37092,36140
"6693","54","female","Missouri",37741,36813
"6694","55","total","Missouri",79333,74369
"6695","55","male","Missouri",39127,36734
"6696","55","female","Missouri",40206,37635
"6697","56","total","Missouri",83237,78994
"6698","56","male","Missouri",41172,38893
"6699","56","female","Missouri",42065,40101
"6700","57","total","Missouri",84945,82684
"6701","57","male","Missouri",41992,40790
"6702","57","female","Missouri",42953,41894
"6703","58","total","Missouri",86767,84292
"6704","58","male","Missouri",42712,41535
"6705","58","female","Missouri",44055,42757
"6706","59","total","Missouri",87303,85997
"6707","59","male","Missouri",42812,42245
"6708","59","female","Missouri",44491,43752
"6709","60","total","Missouri",85235,86610
"6710","60","male","Missouri",41757,42322
"6711","60","female","Missouri",43478,44288
"6712","61","total","Missouri",83680,84443
"6713","61","male","Missouri",41015,41267
"6714","61","female","Missouri",42665,43176
"6715","62","total","Missouri",83099,82864
"6716","62","male","Missouri",40479,40478
"6717","62","female","Missouri",42620,42386
"6718","63","total","Missouri",82006,82162
"6719","63","male","Missouri",39690,39841
"6720","63","female","Missouri",42316,42321
"6721","64","total","Missouri",77985,81062
"6722","64","male","Missouri",37629,39127
"6723","64","female","Missouri",40356,41935
"6724","65","total","Missouri",75376,76781
"6725","65","male","Missouri",36205,36846
"6726","65","female","Missouri",39171,39935
"6727","66","total","Missouri",72914,74247
"6728","66","male","Missouri",34929,35557
"6729","66","female","Missouri",37985,38690
"6730","67","total","Missouri",69691,71718
"6731","67","male","Missouri",33174,34209
"6732","67","female","Missouri",36517,37509
"6733","68","total","Missouri",67135,68364
"6734","68","male","Missouri",31726,32393
"6735","68","female","Missouri",35409,35971
"6736","69","total","Missouri",63891,65777
"6737","69","male","Missouri",29929,30948
"6738","69","female","Missouri",33962,34829
"6739","70","total","Missouri",60273,62372
"6740","70","male","Missouri",28153,29024
"6741","70","female","Missouri",32120,33348
"6742","71","total","Missouri",58732,58875
"6743","71","male","Missouri",27477,27383
"6744","71","female","Missouri",31255,31492
"6745","72","total","Missouri",57263,57100
"6746","72","male","Missouri",26757,26628
"6747","72","female","Missouri",30506,30472
"6748","73","total","Missouri",60787,55533
"6749","73","male","Missouri",28378,25743
"6750","73","female","Missouri",32409,29790
"6751","74","total","Missouri",42036,58694
"6752","74","male","Missouri",19315,27257
"6753","74","female","Missouri",22721,31437
"6754","75","total","Missouri",40929,40551
"6755","75","male","Missouri",18792,18505
"6756","75","female","Missouri",22137,22046
"6757","76","total","Missouri",40364,39376
"6758","76","male","Missouri",18392,17956
"6759","76","female","Missouri",21972,21420
"6760","77","total","Missouri",41144,38622
"6761","77","male","Missouri",18568,17426
"6762","77","female","Missouri",22576,21196
"6763","78","total","Missouri",35110,39240
"6764","78","male","Missouri",15686,17571
"6765","78","female","Missouri",19424,21669
"6766","79","total","Missouri",31589,33326
"6767","79","male","Missouri",13927,14711
"6768","79","female","Missouri",17662,18615
"6769","80","total","Missouri",28591,29776
"6770","80","male","Missouri",12380,13011
"6771","80","female","Missouri",16211,16765
"6772","81","total","Missouri",26602,26923
"6773","81","male","Missouri",11407,11515
"6774","81","female","Missouri",15195,15408
"6775","82","total","Missouri",24630,24707
"6776","82","male","Missouri",10431,10461
"6777","82","female","Missouri",14199,14246
"6778","83","total","Missouri",21824,22785
"6779","83","male","Missouri",9122,9561
"6780","83","female","Missouri",12702,13224
"6781","84","total","Missouri",20149,19949
"6782","84","male","Missouri",8291,8152
"6783","84","female","Missouri",11858,11797
"6784","85+","total","Missouri",120502,119051
"6785","85+","male","Missouri",42182,42232
"6786","85+","female","Missouri",78320,76819
"6787","Total","total","Montana",1086193,1104271
"6788","Total","male","Montana",550016,559270
"6789","Total","female","Montana",536177,545001
"6790","0","total","Montana",11351,10555
"6791","0","male","Montana",5763,5386
"6792","0","female","Montana",5588,5169
"6793","1","total","Montana",11433,11472
"6794","1","male","Montana",5857,5810
"6795","1","female","Montana",5576,5662
"6796","2","total","Montana",11878,11668
"6797","2","male","Montana",6085,5984
"6798","2","female","Montana",5793,5684
"6799","3","total","Montana",12398,12027
"6800","3","male","Montana",6335,6164
"6801","3","female","Montana",6063,5863
"6802","4","total","Montana",12914,12529
"6803","4","male","Montana",6634,6394
